id_venda,data_venda,mes,ano,trimestre,dia_semana,categoria,produto,marca,preco_unitario,quantidade,desconto_percentual,valor_desconto,valor_total,custo_unitario,margem_bruta,forma_pagamento,regiao,cidade,canal_venda,avaliacao_cliente,devolvido
VND007555,2025-10-30,10,2025,4,Thursday,Fogoes,Fogao 5 Bocas Inox,Brastemp,892.88,1,10,89.29,803.59,573.8,229.79,Cartao Debito,Sul,Joinville,Loja Fisica,5.0,0
VND007556,2025-10-30,10,2025,4,Thursday,Micro-ondas,Micro-ondas 20L,LG,328.85,1,10,32.88,295.97,190.96,105.01,PIX,Nordeste,Natal,App Mobile,,0
VND007557,2025-10-30,10,2025,4,Thursday,Refrigeradores,Frigobar 80L,Consul,745.13,1,10,74.51,670.62,449.19,221.43,Financiamento,Nordeste,Salvador,Televendas,,0
VND007558,2025-10-30,10,2025,4,Thursday,Televisores,"TV 55"" QLED",Samsung,2916.73,1,10,291.67,2625.06,1579.49,1045.57,Cartao Credito,Sul,Porto Alegre,Loja Fisica,4.0,0
VND007559,2025-10-30,10,2025,4,Thursday,Aspiradores,Aspirador Po 1200W,Philips,317.84,1,0,0.0,317.84,171.62,146.22,Cartao Credito,Norte,Macapa,Loja Fisica,3.0,0
VND007560,2025-10-30,10,2025,4,Thursday,Lavadoras,Lava e Seca 11kg,Consul,2835.48,2,0,0.0,5670.96,1466.53,2737.9,Cartao Credito,Sudeste,Belo Horizonte,Loja Fisica,5.0,0
VND007561,2025-10-30,10,2025,4,Thursday,Lavadoras,Lava e Seca 13kg,Electrolux,3346.17,1,0,0.0,3346.17,1898.57,1447.6,Cartao Credito,Sul,Florianopolis,App Mobile,,0
VND007562,2025-10-30,10,2025,4,Thursday,Televisores,"TV 43"" 4K",Sony,1820.85,1,0,0.0,1820.85,968.83,852.02,Financiamento,Sudeste,Belo Horizonte,E-commerce,,0
VND007563,2025-10-30,10,2025,4,Thursday,Aspiradores,Aspirador Robot,Black+Decker,1647.11,1,5,82.36,1564.75,829.5,735.25,Cartao Credito,Nordeste,Recife,E-commerce,5.0,0
VND007564,2025-10-30,10,2025,4,Thursday,Aspiradores,Aspirador Robot,Electrolux,1343.85,1,0,0.0,1343.85,859.09,484.76,Financiamento,Sudeste,Sao Paulo,E-commerce,4.0,0
VND007565,2025-10-30,10,2025,4,Thursday,Ar Condicionado,Ar 12000 BTU Split,Samsung,1862.05,2,10,372.41,3351.69,970.31,1411.07,Cartao Credito,Sudeste,Guarulhos,E-commerce,5.0,0
VND007566,2025-10-30,10,2025,4,Thursday,Smartphones,Smartphone Mid 128GB,Samsung,1234.58,2,0,0.0,2469.16,701.23,1066.7,PIX,Nordeste,Recife,E-commerce,5.0,0
VND007567,2025-10-30,10,2025,4,Thursday,Refrigeradores,Geladeira 300L Frost Free,Samsung,1853.91,2,5,185.39,3522.43,1037.91,1446.61,Financiamento,Sul,Curitiba,Televendas,4.0,0
VND007568,2025-10-30,10,2025,4,Thursday,Lavadoras,Lavadora 10kg,Samsung,1271.95,3,5,190.79,3625.06,714.62,1481.2,Boleto,Sudeste,Belo Horizonte,E-commerce,4.0,0
VND007569,2025-10-30,10,2025,4,Thursday,Ar Condicionado,Ar 18000 BTU Split,Springer,2608.16,1,0,0.0,2608.16,1357.43,1250.73,Cartao Debito,Nordeste,Natal,Televendas,5.0,0
VND007570,2025-10-30,10,2025,4,Thursday,Televisores,"TV 32"" LED",Samsung,943.21,1,0,0.0,943.21,541.29,401.92,Financiamento,Sul,Londrina,Televendas,5.0,0
VND007571,2025-10-30,10,2025,4,Thursday,Fogoes,Fogao 4 Bocas,Brastemp,698.57,1,20,139.71,558.86,377.89,180.97,Cartao Credito,Nordeste,Recife,App Mobile,4.0,0
VND007572,2025-10-31,10,2025,4,Friday,Lavadoras,Lavadora 10kg,LG,1214.83,1,0,0.0,1214.83,697.29,517.54,PIX,Nordeste,Maceio,Televendas,5.0,0
VND007573,2025-10-31,10,2025,4,Friday,Lavadoras,Lava e Seca 13kg,Samsung,3396.21,1,10,339.62,3056.59,2005.29,1051.3,PIX,Sudeste,Guarulhos,E-commerce,5.0,0
VND007574,2025-10-31,10,2025,4,Friday,Televisores,"TV 32"" LED",Philips,908.1,1,0,0.0,908.1,567.85,340.25,Cartao Debito,Sudeste,Rio de Janeiro,Loja Fisica,,0
VND007575,2025-10-31,10,2025,4,Friday,Smartphones,Smartphone Premium 512GB,Samsung,5132.28,1,0,0.0,5132.28,2705.78,2426.5,PIX,Nordeste,Salvador,E-commerce,4.0,0
VND007576,2025-10-31,10,2025,4,Friday,Lavadoras,Lava e Seca 13kg,Electrolux,3354.06,1,15,503.11,2850.95,1861.68,989.27,Cartao Credito,Sudeste,Campinas,Loja Fisica,5.0,0
VND007577,2025-10-31,10,2025,4,Friday,Aspiradores,Aspirador Po 1200W,Britania,284.61,1,20,56.92,227.69,164.9,62.79,Cartao Credito,Sul,Londrina,Loja Fisica,3.0,0
VND007578,2025-10-31,10,2025,4,Friday,Ar Condicionado,Ar 9000 BTU Split,LG,1363.56,2,10,272.71,2454.41,801.59,851.23,Cartao Credito,Centro-Oeste,Anapolis,Loja Fisica,5.0,0
VND007579,2025-10-31,10,2025,4,Friday,Lavadoras,Lava e Seca 11kg,LG,2816.65,2,0,0.0,5633.3,1616.23,2400.84,Cartao Credito,Centro-Oeste,Goiania,E-commerce,4.0,0
VND007580,2025-10-31,10,2025,4,Friday,Tablets,"Tablet 8"" 32GB",Apple,739.01,1,0,0.0,739.01,383.48,355.53,PIX,Sudeste,Guarulhos,E-commerce,2.0,0
VND007581,2025-10-31,10,2025,4,Friday,Micro-ondas,Micro-ondas 30L,Panasonic,520.69,2,0,0.0,1041.38,294.67,452.04,Financiamento,Sul,Joinville,E-commerce,5.0,0
VND007582,2025-10-31,10,2025,4,Friday,Lavadoras,Lava e Seca 13kg,Brastemp,3435.08,3,10,1030.52,9274.72,1856.4,3705.52,Cartao Debito,Centro-Oeste,Campo Grande,Loja Fisica,5.0,0
VND007583,2025-10-31,10,2025,4,Friday,Smartphones,Smartphone Entry 64GB,Samsung,639.62,1,5,31.98,607.64,380.02,227.62,Cartao Debito,Nordeste,Fortaleza,E-commerce,4.0,0
VND007584,2025-10-31,10,2025,4,Friday,Fogoes,Fogao 5 Bocas Inox,Atlas,888.32,1,5,44.42,843.9,541.04,302.86,PIX,Sudeste,Guarulhos,App Mobile,3.0,0
VND007585,2025-10-31,10,2025,4,Friday,Lavadoras,Lava e Seca 11kg,Electrolux,2576.75,2,15,773.02,4380.48,1612.27,1155.94,PIX,Sudeste,Campinas,App Mobile,5.0,0
VND007586,2025-10-31,10,2025,4,Friday,Ar Condicionado,Ar 18000 BTU Split,Midea,2317.62,1,0,0.0,2317.62,1323.17,994.45,Cartao Debito,Centro-Oeste,Brasilia,Televendas,5.0,0
VND007587,2025-10-31,10,2025,4,Friday,Smartphones,Smartphone Premium 512GB,Realme,4454.33,1,0,0.0,4454.33,2872.44,1581.89,Financiamento,Sul,Florianopolis,Loja Fisica,5.0,0
VND007588,2025-10-31,10,2025,4,Friday,Fogoes,Fogao 5 Bocas Inox,Brastemp,912.95,2,10,182.59,1643.31,528.77,585.77,PIX,Sudeste,Campinas,Loja Fisica,5.0,0
VND007589,2025-10-31,10,2025,4,Friday,Ar Condicionado,Ar 18000 BTU Split,Springer,2306.47,1,10,230.65,2075.82,1411.56,664.26,Boleto,Sudeste,Rio de Janeiro,E-commerce,3.0,0
VND007590,2025-10-31,10,2025,4,Friday,Refrigeradores,Frigobar 80L,Brastemp,757.75,1,0,0.0,757.75,442.48,315.27,Financiamento,Sul,Curitiba,E-commerce,5.0,0
VND007591,2025-10-31,10,2025,4,Friday,Lavadoras,Lava e Seca 11kg,Samsung,2885.49,1,15,432.82,2452.67,1530.6,922.07,PIX,Nordeste,Salvador,App Mobile,,0
VND007592,2025-10-31,10,2025,4,Friday,Refrigeradores,Frigobar 80L,LG,833.27,3,5,124.99,2374.82,453.83,1013.33,PIX,Norte,Macapa,E-commerce,5.0,0
VND007593,2025-10-31,10,2025,4,Friday,Tablets,"Tablet 11"" 128GB",Positivo,2220.55,1,0,0.0,2220.55,1177.66,1042.89,Cartao Credito,Norte,Macapa,Loja Fisica,3.0,0
VND007594,2025-10-31,10,2025,4,Friday,Fogoes,Fogao 6 Bocas,Consul,1236.31,1,15,185.45,1050.86,789.63,261.23,PIX,Sudeste,Guarulhos,E-commerce,2.0,0
VND007595,2025-10-31,10,2025,4,Friday,Televisores,"TV 43"" 4K",Philips,1813.51,2,10,362.7,3264.32,965.35,1333.62,PIX,Sul,Curitiba,E-commerce,5.0,0
VND007596,2025-11-01,11,2025,4,Saturday,Notebooks,Notebook i7 16GB,Lenovo,4626.91,1,0,0.0,4626.91,2400.0,2226.91,Cartao Credito,Sudeste,Guarulhos,Loja Fisica,,0
VND007597,2025-11-01,11,2025,4,Saturday,Refrigeradores,Frigobar 80L,Consul,834.96,2,0,0.0,1669.92,428.14,813.64,Cartao Credito,Sul,Joinville,App Mobile,,0
VND007598,2025-11-01,11,2025,4,Saturday,Micro-ondas,Micro-ondas 30L,Consul,583.7,3,10,175.11,1575.99,287.65,713.04,Financiamento,Sudeste,Rio de Janeiro,Loja Fisica,3.0,0
VND007599,2025-11-01,11,2025,4,Saturday,Televisores,"TV 55"" QLED",Sony,3333.1,3,0,0.0,9999.3,1641.84,5073.78,Cartao Debito,Sudeste,Campinas,Televendas,1.0,0
VND007600,2025-11-01,11,2025,4,Saturday,Smartphones,Smartphone Entry 64GB,Apple,782.36,1,10,78.24,704.12,376.48,327.64,Cartao Credito,Sul,Florianopolis,Loja Fisica,5.0,0
VND007601,2025-11-01,11,2025,4,Saturday,Smartphones,Smartphone Premium 512GB,Realme,5381.66,1,15,807.25,4574.41,2699.91,1874.5,PIX,Centro-Oeste,Anapolis,App Mobile,,0
VND007602,2025-11-01,11,2025,4,Saturday,Smartphones,Smartphone Top 256GB,Motorola,2679.68,1,0,0.0,2679.68,1401.41,1278.27,Cartao Debito,Centro-Oeste,Cuiaba,E-commerce,3.0,0
VND007603,2025-11-01,11,2025,4,Saturday,Fogoes,Fogao 6 Bocas,Brastemp,1540.81,1,20,308.16,1232.65,807.07,425.58,Boleto,Sul,Curitiba,App Mobile,,0
VND007604,2025-11-01,11,2025,4,Saturday,Micro-ondas,Micro-ondas 32L Grill,LG,773.07,1,20,154.61,618.46,393.0,225.46,Boleto,Nordeste,Maceio,App Mobile,,0
VND007605,2025-11-01,11,2025,4,Saturday,Fogoes,Fogao 6 Bocas,Electrolux,1601.8,1,10,160.18,1441.62,733.2,708.42,Cartao Credito,Sudeste,Guarulhos,E-commerce,5.0,0
VND007606,2025-11-01,11,2025,4,Saturday,Fogoes,Fogao 4 Bocas,Brastemp,759.52,1,5,37.98,721.54,401.55,319.99,Cartao Debito,Sudeste,Sao Paulo,E-commerce,5.0,0
VND007607,2025-11-01,11,2025,4,Saturday,Micro-ondas,Micro-ondas 32L Grill,Panasonic,752.35,1,10,75.23,677.12,385.48,291.64,Boleto,Sudeste,Campinas,Loja Fisica,,0
VND007608,2025-11-01,11,2025,4,Saturday,Televisores,"TV 75"" 4K Smart",Samsung,8843.36,3,10,2653.01,23877.07,4252.51,11119.54,Cartao Credito,Nordeste,Fortaleza,Loja Fisica,5.0,0
VND007609,2025-11-01,11,2025,4,Saturday,Notebooks,Notebook i5 8GB,Samsung,2743.26,1,20,548.65,2194.61,1423.85,770.76,Boleto,Sudeste,Belo Horizonte,Loja Fisica,5.0,0
VND007610,2025-11-01,11,2025,4,Saturday,Smartphones,Smartphone Entry 64GB,Motorola,741.74,2,15,222.52,1260.96,366.69,527.58,Cartao Credito,Norte,Rio Branco,Loja Fisica,5.0,0
VND007611,2025-11-01,11,2025,4,Saturday,Tablets,"Tablet 10"" 64GB",Apple,1309.2,1,5,65.46,1243.74,684.44,559.3,Boleto,Norte,Macapa,Loja Fisica,4.0,0
VND007612,2025-11-01,11,2025,4,Saturday,Lavadoras,Lava e Seca 13kg,Consul,3809.21,1,0,0.0,3809.21,1967.31,1841.9,Cartao Debito,Nordeste,Natal,App Mobile,,0
VND007613,2025-11-01,11,2025,4,Saturday,Notebooks,Notebook i7 16GB,Acer,4737.56,1,10,473.76,4263.8,2315.47,1948.33,Cartao Debito,Sudeste,Belo Horizonte,E-commerce,3.0,0
VND007614,2025-11-01,11,2025,4,Saturday,Fogoes,Fogao 5 Bocas Inox,Brastemp,1141.42,2,0,0.0,2282.84,523.72,1235.4,PIX,Sudeste,Belo Horizonte,Televendas,,0
VND007615,2025-11-01,11,2025,4,Saturday,Televisores,"TV 55"" QLED",Sony,3434.97,2,10,686.99,6182.95,1597.97,2987.01,PIX,Nordeste,Salvador,App Mobile,3.0,0
VND007616,2025-11-01,11,2025,4,Saturday,Smartphones,Smartphone Premium 512GB,Motorola,5678.37,2,20,2271.35,9085.39,2821.35,3442.69,Cartao Credito,Sul,Curitiba,Loja Fisica,,0
VND007617,2025-11-01,11,2025,4,Saturday,Refrigeradores,Geladeira 500L French Door,Brastemp,6076.85,2,5,607.68,11546.02,3009.63,5526.76,Cartao Credito,Sudeste,Rio de Janeiro,Televendas,,0
VND007618,2025-11-01,11,2025,4,Saturday,Tablets,"Tablet 10"" 64GB",Amazon,1349.24,1,15,202.39,1146.85,669.82,477.03,Cartao Credito,Sul,Joinville,App Mobile,5.0,0
VND007619,2025-11-01,11,2025,4,Saturday,Lavadoras,Lava e Seca 13kg,LG,3911.34,1,10,391.13,3520.21,1949.8,1570.41,PIX,Sudeste,Guarulhos,E-commerce,4.0,0
VND007620,2025-11-01,11,2025,4,Saturday,Aspiradores,Aspirador Vertical,Black+Decker,593.36,1,5,29.67,563.69,315.06,248.63,Cartao Credito,Centro-Oeste,Brasilia,Loja Fisica,,0
VND007621,2025-11-01,11,2025,4,Saturday,Notebooks,Notebook Celeron 4GB,Dell,1358.99,1,5,67.95,1291.04,714.52,576.52,Cartao Debito,Sul,Londrina,Televendas,3.0,1
VND007622,2025-11-01,11,2025,4,Saturday,Fogoes,Fogao 4 Bocas,Electrolux,794.3,1,20,158.86,635.44,365.4,270.04,Financiamento,Sudeste,Guarulhos,App Mobile,2.0,0
VND007623,2025-11-01,11,2025,4,Saturday,Fogoes,Fogao 5 Bocas Inox,Atlas,1079.28,1,5,53.96,1025.32,568.45,456.87,Boleto,Norte,Porto Velho,Loja Fisica,,1
VND007624,2025-11-01,11,2025,4,Saturday,Notebooks,Notebook i5 8GB,Acer,2879.5,1,20,575.9,2303.6,1410.67,892.93,Cartao Credito,Centro-Oeste,Cuiaba,E-commerce,,0
VND007625,2025-11-02,11,2025,4,Sunday,Lavadoras,Lavadora 10kg,Electrolux,1428.49,2,0,0.0,2856.98,725.25,1406.48,Cartao Credito,Sudeste,Rio de Janeiro,E-commerce,,0
VND007626,2025-11-02,11,2025,4,Sunday,Aspiradores,Aspirador Vertical,Britania,598.28,3,10,179.48,1615.36,294.18,732.82,Cartao Credito,Sul,Florianopolis,Loja Fisica,5.0,0
VND007627,2025-11-02,11,2025,4,Sunday,Fogoes,Fogao 5 Bocas Inox,Fischer,1107.68,1,0,0.0,1107.68,573.53,534.15,Cartao Credito,Norte,Porto Velho,E-commerce,,0
VND007628,2025-11-02,11,2025,4,Sunday,Aspiradores,Aspirador Robot,Black+Decker,1646.04,1,0,0.0,1646.04,803.08,842.96,PIX,Sudeste,Guarulhos,App Mobile,3.0,0
VND007629,2025-11-02,11,2025,4,Sunday,Lavadoras,Lavadora 12kg,Consul,1677.54,3,20,1006.52,4026.1,890.89,1353.43,Financiamento,Nordeste,Salvador,Loja Fisica,4.0,0
VND007630,2025-11-02,11,2025,4,Sunday,Smartphones,Smartphone Mid 128GB,Motorola,1485.72,1,0,0.0,1485.72,721.16,764.56,Cartao Debito,Sudeste,Rio de Janeiro,E-commerce,1.0,0
VND007631,2025-11-02,11,2025,4,Sunday,Ar Condicionado,Ar 9000 BTU Split,Midea,1600.05,1,5,80.0,1520.05,776.87,743.18,Financiamento,Sul,Joinville,Televendas,5.0,0
VND007632,2025-11-02,11,2025,4,Sunday,Lavadoras,Lavadora 10kg,Consul,1361.89,1,10,136.19,1225.7,745.44,480.26,Cartao Debito,Sudeste,Rio de Janeiro,App Mobile,,0
VND007633,2025-11-02,11,2025,4,Sunday,Refrigeradores,Geladeira 400L Duplex,Brastemp,3165.41,3,15,1424.43,8071.8,1639.15,3154.35,Cartao Credito,Nordeste,Fortaleza,E-commerce,,0
VND007634,2025-11-02,11,2025,4,Sunday,Lavadoras,Lava e Seca 13kg,Brastemp,3925.8,1,10,392.58,3533.22,1849.41,1683.81,Boleto,Nordeste,Recife,Loja Fisica,3.0,0
VND007635,2025-11-02,11,2025,4,Sunday,Aspiradores,Aspirador Vertical,Philips,601.34,1,10,60.13,541.21,315.31,225.9,Cartao Credito,Sudeste,Rio de Janeiro,Televendas,,0
VND007636,2025-11-02,11,2025,4,Sunday,Micro-ondas,Micro-ondas 32L Grill,Consul,763.11,1,0,0.0,763.11,402.71,360.4,Financiamento,Sul,Joinville,E-commerce,,0
VND007637,2025-11-02,11,2025,4,Sunday,Refrigeradores,Geladeira 300L Frost Free,Consul,2006.02,1,10,200.6,1805.42,1055.32,750.1,Cartao Credito,Nordeste,Recife,App Mobile,4.0,0
VND007638,2025-11-02,11,2025,4,Sunday,Fogoes,Fogao 6 Bocas,Consul,1606.91,1,15,241.04,1365.87,781.4,584.47,PIX,Sudeste,Campinas,Televendas,,0
VND007639,2025-11-02,11,2025,4,Sunday,Micro-ondas,Micro-ondas 32L Grill,LG,751.57,2,0,0.0,1503.14,373.01,757.12,PIX,Sul,Joinville,E-commerce,5.0,0
VND007640,2025-11-02,11,2025,4,Sunday,Smartphones,Smartphone Top 256GB,Apple,2690.95,2,5,269.1,5112.8,1441.58,2229.64,Cartao Credito,Sudeste,Belo Horizonte,Loja Fisica,5.0,0
VND007641,2025-11-02,11,2025,4,Sunday,Lavadoras,Lavadora 12kg,Samsung,1682.48,1,5,84.12,1598.36,894.17,704.19,PIX,Norte,Rio Branco,E-commerce,2.0,0
VND007642,2025-11-02,11,2025,4,Sunday,Aspiradores,Aspirador Po 1200W,Philips,321.17,2,0,0.0,642.34,166.67,309.0,PIX,Sudeste,Belo Horizonte,E-commerce,3.0,0
VND007643,2025-11-02,11,2025,4,Sunday,Tablets,"Tablet 10"" 64GB",Apple,1372.5,1,10,137.25,1235.25,627.12,608.13,PIX,Sudeste,Belo Horizonte,Loja Fisica,,0
VND007644,2025-11-02,11,2025,4,Sunday,Fogoes,Fogao 4 Bocas,Atlas,743.24,1,15,111.49,631.75,365.58,266.17,Cartao Credito,Sul,Joinville,E-commerce,5.0,1
VND007645,2025-11-02,11,2025,4,Sunday,Aspiradores,Aspirador Vertical,Britania,627.47,2,20,250.99,1003.95,289.76,424.43,Financiamento,Sudeste,Rio de Janeiro,Loja Fisica,,0
VND007646,2025-11-02,11,2025,4,Sunday,Fogoes,Fogao 6 Bocas,Electrolux,1473.94,1,0,0.0,1473.94,758.7,715.24,PIX,Sudeste,Campinas,E-commerce,5.0,0
VND007647,2025-11-02,11,2025,4,Sunday,Refrigeradores,Frigobar 80L,Electrolux,896.62,1,0,0.0,896.62,424.43,472.19,Cartao Credito,Sudeste,Belo Horizonte,E-commerce,4.0,0
VND007648,2025-11-02,11,2025,4,Sunday,Micro-ondas,Micro-ondas 32L Grill,Consul,777.84,1,0,0.0,777.84,367.33,410.51,Cartao Credito,Nordeste,Recife,Televendas,,0
VND007649,2025-11-02,11,2025,4,Sunday,Notebooks,Notebook Celeron 4GB,Acer,1490.79,1,20,298.16,1192.63,689.2,503.43,Cartao Credito,Sudeste,Campinas,Televendas,5.0,0
VND007650,2025-11-02,11,2025,4,Sunday,Tablets,"Tablet 11"" 128GB",Positivo,2417.82,1,10,241.78,2176.04,1243.96,932.08,Financiamento,Sul,Curitiba,Televendas,,0
VND007651,2025-11-02,11,2025,4,Sunday,Televisores,"TV 65"" OLED",Philips,5840.82,1,0,0.0,5840.82,3169.71,2671.11,PIX,Sul,Florianopolis,Televendas,,0
VND007652,2025-11-02,11,2025,4,Sunday,Televisores,"TV 43"" 4K",Samsung,1989.79,1,15,298.47,1691.32,976.97,714.35,PIX,Sudeste,Guarulhos,Loja Fisica,5.0,0
VND007653,2025-11-02,11,2025,4,Sunday,Ar Condicionado,Ar 12000 BTU Split,Samsung,2048.58,2,5,204.86,3892.3,1035.72,1820.86,PIX,Norte,Manaus,E-commerce,,0
VND007654,2025-11-02,11,2025,4,Sunday,Televisores,"TV 32"" LED",Samsung,1117.95,1,5,55.9,1062.05,572.26,489.79,PIX,Sul,Londrina,E-commerce,4.0,0
VND007655,2025-11-02,11,2025,4,Sunday,Televisores,"TV 32"" LED",Sony,1060.57,2,15,318.17,1802.97,556.07,690.83,Cartao Credito,Sudeste,Sao Paulo,E-commerce,5.0,0
VND007656,2025-11-02,11,2025,4,Sunday,Smartphones,Smartphone Entry 64GB,Realme,758.34,1,10,75.83,682.51,397.69,284.82,Financiamento,Sudeste,Sao Paulo,Loja Fisica,5.0,0
VND007657,2025-11-02,11,2025,4,Sunday,Micro-ondas,Micro-ondas 20L,Brastemp,372.46,1,15,55.87,316.59,196.26,120.33,PIX,Sudeste,Sao Paulo,App Mobile,,0
VND007658,2025-11-02,11,2025,4,Sunday,Micro-ondas,Micro-ondas 20L,Brastemp,373.38,2,0,0.0,746.76,184.56,377.64,Financiamento,Centro-Oeste,Cuiaba,Loja Fisica,,0
VND007659,2025-11-02,11,2025,4,Sunday,Aspiradores,Aspirador Po 1200W,Philips,314.93,2,15,94.48,535.38,170.54,194.3,Cartao Credito,Nordeste,Natal,E-commerce,4.0,0
VND007660,2025-11-02,11,2025,4,Sunday,Televisores,"TV 55"" QLED",Sony,3206.3,1,10,320.63,2885.67,1589.45,1296.22,Cartao Debito,Sudeste,Belo Horizonte,Loja Fisica,4.0,0
VND007661,2025-11-02,11,2025,4,Sunday,Micro-ondas,Micro-ondas 32L Grill,Brastemp,796.48,1,0,0.0,796.48,387.56,408.92,Cartao Credito,Sudeste,Sao Paulo,Loja Fisica,2.0,0
VND007662,2025-11-03,11,2025,4,Monday,Fogoes,Fogao 6 Bocas,Atlas,1523.2,3,15,685.44,3884.16,791.72,1509.0,Boleto,Centro-Oeste,Goiania,E-commerce,4.0,0
VND007663,2025-11-03,11,2025,4,Monday,Ar Condicionado,Ar 18000 BTU Split,Daikin,2876.52,1,5,143.83,2732.69,1323.51,1409.18,PIX,Sul,Porto Alegre,App Mobile,,0
VND007664,2025-11-03,11,2025,4,Monday,Tablets,"Tablet 11"" 128GB",Positivo,2337.77,1,0,0.0,2337.77,1192.23,1145.54,Cartao Credito,Sudeste,Belo Horizonte,Loja Fisica,5.0,0
VND007665,2025-11-03,11,2025,4,Monday,Refrigeradores,Geladeira 500L French Door,LG,6314.78,1,0,0.0,6314.78,3054.94,3259.84,Financiamento,Norte,Rio Branco,E-commerce,4.0,0
VND007666,2025-11-03,11,2025,4,Monday,Televisores,"TV 32"" LED",LG,1065.52,2,20,426.21,1704.83,565.93,572.97,Cartao Debito,Sudeste,Sao Paulo,E-commerce,4.0,0
VND007667,2025-11-03,11,2025,4,Monday,Aspiradores,Aspirador Vertical,Philips,621.32,1,10,62.13,559.19,310.29,248.9,Financiamento,Nordeste,Fortaleza,Loja Fisica,1.0,0
VND007668,2025-11-03,11,2025,4,Monday,Ar Condicionado,Ar 9000 BTU Split,Midea,1540.16,1,15,231.02,1309.14,734.75,574.39,Financiamento,Nordeste,Maceio,App Mobile,3.0,0
VND007669,2025-11-03,11,2025,4,Monday,Aspiradores,Aspirador Robot,Electrolux,1637.21,1,0,0.0,1637.21,839.8,797.41,Cartao Credito,Sudeste,Belo Horizonte,Televendas,4.0,0
VND007670,2025-11-03,11,2025,4,Monday,Refrigeradores,Frigobar 80L,Brastemp,866.87,2,10,173.37,1560.37,424.72,710.93,PIX,Centro-Oeste,Brasilia,Televendas,4.0,0
VND007671,2025-11-03,11,2025,4,Monday,Tablets,"Tablet 8"" 32GB",Samsung,794.4,2,5,79.44,1509.36,374.75,759.86,PIX,Sudeste,Belo Horizonte,E-commerce,,0
VND007672,2025-11-03,11,2025,4,Monday,Notebooks,Notebook i7 16GB,HP,4596.13,1,5,229.81,4366.32,2413.19,1953.13,Cartao Credito,Sudeste,Rio de Janeiro,Loja Fisica,,0
VND007673,2025-11-03,11,2025,4,Monday,Notebooks,Notebook Gaming RTX,Samsung,8362.26,1,15,1254.34,7107.92,4247.34,2860.58,Cartao Credito,Sul,Curitiba,E-commerce,4.0,0
VND007674,2025-11-03,11,2025,4,Monday,Smartphones,Smartphone Entry 64GB,Apple,745.41,1,10,74.54,670.87,402.36,268.51,Cartao Credito,Sudeste,Belo Horizonte,Loja Fisica,,0
VND007675,2025-11-03,11,2025,4,Monday,Aspiradores,Aspirador Vertical,Electrolux,612.3,2,10,122.46,1102.14,316.02,470.1,PIX,Sudeste,Rio de Janeiro,E-commerce,,0
VND007676,2025-11-03,11,2025,4,Monday,Refrigeradores,Frigobar 80L,Brastemp,874.19,1,0,0.0,874.19,422.36,451.83,Cartao Credito,Sudeste,Rio de Janeiro,App Mobile,4.0,0
VND007677,2025-11-03,11,2025,4,Monday,Notebooks,Notebook i7 16GB,Samsung,4698.03,1,0,0.0,4698.03,2256.29,2441.74,PIX,Centro-Oeste,Brasilia,E-commerce,,0
VND007678,2025-11-03,11,2025,4,Monday,Notebooks,Notebook i5 8GB,Samsung,2703.88,1,20,540.78,2163.1,1371.26,791.84,Cartao Credito,Sudeste,Rio de Janeiro,Loja Fisica,4.0,0
VND007679,2025-11-03,11,2025,4,Monday,Televisores,"TV 75"" 4K Smart",Samsung,9126.86,1,0,0.0,9126.86,4325.73,4801.13,Cartao Credito,Nordeste,Maceio,E-commerce,,0
VND007680,2025-11-04,11,2025,4,Tuesday,Ar Condicionado,Ar 9000 BTU Split,Samsung,1500.24,1,10,150.02,1350.22,743.64,606.58,Cartao Credito,Sudeste,Campinas,E-commerce,,0
VND007681,2025-11-04,11,2025,4,Tuesday,Tablets,"Tablet 8"" 32GB",Samsung,757.82,1,0,0.0,757.82,391.56,366.26,Cartao Credito,Sudeste,Campinas,E-commerce,5.0,0
VND007682,2025-11-04,11,2025,4,Tuesday,Smartphones,Smartphone Top 256GB,Apple,2760.78,1,10,276.08,2484.7,1386.38,1098.32,Financiamento,Sudeste,Sao Paulo,E-commerce,2.0,0
VND007683,2025-11-04,11,2025,4,Tuesday,Fogoes,Fogao 6 Bocas,Fischer,1519.26,1,5,75.96,1443.3,750.04,693.26,PIX,Sudeste,Belo Horizonte,E-commerce,,0
VND007684,2025-11-04,11,2025,4,Tuesday,Fogoes,Fogao 4 Bocas,Electrolux,732.06,1,10,73.21,658.85,374.32,284.53,Cartao Credito,Sudeste,Sao Paulo,Televendas,5.0,0
VND007685,2025-11-04,11,2025,4,Tuesday,Televisores,"TV 32"" LED",LG,1074.55,1,0,0.0,1074.55,546.16,528.39,Cartao Debito,Sudeste,Rio de Janeiro,E-commerce,5.0,0
VND007686,2025-11-04,11,2025,4,Tuesday,Aspiradores,Aspirador Vertical,Black+Decker,599.78,1,10,59.98,539.8,310.52,229.28,PIX,Nordeste,Recife,E-commerce,3.0,0
VND007687,2025-11-04,11,2025,4,Tuesday,Ar Condicionado,Ar 12000 BTU Split,Samsung,1923.15,1,0,0.0,1923.15,982.92,940.23,PIX,Norte,Rio Branco,Loja Fisica,5.0,0
VND007688,2025-11-04,11,2025,4,Tuesday,Refrigeradores,Geladeira 500L French Door,Brastemp,6111.16,1,10,611.12,5500.04,3029.34,2470.7,PIX,Sudeste,Belo Horizonte,Loja Fisica,5.0,0
