ID,Marca,Modelo,Ano,Cor,Combustível,Potência (cv),Número de Portas,Quilômetros,Condição,Garantia (meses),Cidade,Estado,Preço (R$)
7783,Kia,Soul,2014,Prata,Elétrico,75,4,233,Novo,24,Manaus,AM,9633.41
7784,Toyota,Corolla,2024,Marrom,Flex,150,4,30697,Usado - Como Novo,36,Rio de Janeiro,RJ,16545.87
7785,BMW,X3,2017,Marrom,Híbrido,250,2,66934,Usado - Bom Estado,0,Belém,PA,29010.42
7786,Chevrolet,Trax,2022,Azul,Flex,130,2,327322,Usado - Regular,0,Belo Horizonte,MG,4000.0
7787,Volkswagen,Gol,2025,Vermelho,Diesel,60,4,322,Novo,48,Manaus,AM,16315.67
7788,BMW,Z4,2025,Laranja,Gasolina,250,4,32804,Usado - Como Novo,24,Goiânia,GO,54266.03
7789,Toyota,RAV4,2018,Laranja,Flex,200,2,98421,Usado - Bom Estado,36,Manaus,AM,8186.49
7790,Chevrolet,Malibu,2018,Verde,Flex,130,4,496,Novo,0,Salvador,BA,8486.64
7791,Chevrolet,Trax,2017,Preto,Elétrico,85,4,26900,Usado - Como Novo,12,Salvador,BA,9232.02
7792,Honda,Civic,2020,Azul,Flex,120,5,60636,Usado - Bom Estado,36,Florianópolis,SC,9809.1
7793,Hyundai,Tucson,2012,Verde,Gasolina,85,4,1795,Usado - Como Novo,0,Rio de Janeiro,RJ,5187.35
7794,Ford,Ecosport,2024,Verde,Diesel,150,2,5012,Usado - Como Novo,0,Rio de Janeiro,RJ,11172.69
7795,Fiat,500,2020,Beige,Flex,110,4,316234,Usado - Regular,24,Rio de Janeiro,RJ,4000.0
7796,Toyota,Hilux,2024,Vermelho,Elétrico,180,4,304,Novo,48,Florianópolis,SC,24814.88
7797,BMW,520i,2020,Prata,Flex,180,4,87,Novo,6,Porto Alegre,RS,46446.42
7798,Honda,Civic,2015,Verde,Flex,180,4,4,Novo,36,Fortaleza,CE,12542.29
7799,Volkswagen,Fox,2024,Verde,Elétrico,150,5,34847,Usado - Como Novo,0,Belo Horizonte,MG,13190.83
7800,Volkswagen,Tiguan,2023,Marrom,Híbrido,130,4,30162,Usado - Como Novo,0,Goiânia,GO,13480.91
7801,Toyota,Hilux,2023,Azul,Elétrico,180,4,69,Novo,6,Manaus,AM,22065.52
7802,Honda,Civic,2016,Prata,Flex,120,4,179982,Usado - Regular,36,Manaus,AM,4000.0
7803,Audi,A4,2014,Azul,Híbrido,150,4,114293,Usado - Bom Estado,24,Curitiba,PR,22166.66
7804,Volkswagen,T-Cross,2018,Vermelho,Gasolina,150,5,23409,Usado - Como Novo,6,Recife,PE,8871.59
7805,Toyota,Yaris,2013,Verde,Gasolina,180,4,28804,Usado - Como Novo,24,Porto Alegre,RS,8545.23
7806,Toyota,Hilux,2019,Preto,Híbrido,200,2,86,Novo,48,Salvador,BA,18631.32
7807,Fiat,Doblo,2020,Verde,Flex,85,4,18384,Usado - Como Novo,12,Belém,PA,6710.83
7808,Kia,Picanto,2017,Marrom,Gasolina,110,2,12378,Usado - Como Novo,24,Florianópolis,SC,6770.2
7809,Volkswagen,Polo,2020,Cinza,Híbrido,130,4,101805,Usado - Bom Estado,6,Florianópolis,SC,7227.95
7810,Toyota,Yaris,2017,Vermelho,Flex,150,4,52940,Usado - Bom Estado,36,Goiânia,GO,7212.03
7811,Honda,Civic,2014,Prata,Gasolina,100,4,121537,Usado - Regular,48,Goiânia,GO,4000.0
7812,Toyota,Camry,2021,Marrom,Flex,120,4,102645,Usado - Bom Estado,24,Fortaleza,CE,9402.43
7813,Toyota,Corolla,2014,Azul,Híbrido,80,5,239,Novo,12,Salvador,BA,13644.84
7814,Hyundai,i30,2013,Cinza,Gasolina,110,2,103893,Usado - Bom Estado,36,Belo Horizonte,MG,4233.27
7815,Honda,Fit,2016,Branco,Flex,80,4,108,Novo,48,Belém,PA,13028.9
7816,Chevrolet,S10,2024,Branco,Flex,100,4,18968,Usado - Como Novo,0,Florianópolis,SC,10098.02
7817,Volkswagen,Gol,2025,Marrom,Gasolina,60,4,72746,Usado - Bom Estado,24,Salvador,BA,7551.52
7818,BMW,X3,2015,Prata,Diesel,200,2,29741,Usado - Como Novo,0,Belém,PA,32753.29
7819,Mercedes,C 300,2023,Preto,Gasolina,200,4,114689,Usado - Bom Estado,6,Porto Alegre,RS,27133.26
7820,Chevrolet,S10,2017,Branco,Flex,150,4,77024,Usado - Bom Estado,24,São Paulo,SP,6000.23
7821,Volkswagen,Fox,2016,Verde,Diesel,85,4,59345,Usado - Bom Estado,48,Fortaleza,CE,6278.17
7822,Hyundai,HB20,2017,Branco,Flex,110,4,198,Novo,48,São Paulo,SP,10618.75
7823,Hyundai,i30,2015,Marrom,Elétrico,100,4,86769,Usado - Bom Estado,6,Belém,PA,5369.55
7824,Fiat,Palio,2025,Verde,Gasolina,130,5,168922,Usado - Regular,0,Florianópolis,SC,4000.0
7825,Hyundai,HB20,2024,Azul,Diesel,130,4,80222,Usado - Bom Estado,24,Manaus,AM,7828.12
7826,Kia,Sportage,2014,Vermelho,Flex,130,5,45951,Usado - Bom Estado,24,Florianópolis,SC,4970.29
7827,BMW,Z4,2012,Verde,Diesel,250,2,268852,Usado - Regular,12,Goiânia,GO,9655.73
7828,Volkswagen,Tiguan,2016,Verde,Híbrido,130,4,309,Novo,12,Belém,PA,11641.86
7829,Chevrolet,Equinox,2017,Verde,Diesel,150,4,224,Novo,24,Fortaleza,CE,10646.3
7830,Toyota,RAV4,2016,Prata,Diesel,200,4,101317,Usado - Bom Estado,12,Goiânia,GO,7155.05
7831,Honda,Accord,2016,Verde,Elétrico,100,4,82981,Usado - Bom Estado,0,Belém,PA,6954.34
7832,Hyundai,HB20,2023,Branco,Gasolina,100,4,369,Novo,6,Salvador,BA,11601.97
7833,Honda,Accord,2017,Vermelho,Flex,150,4,28734,Usado - Como Novo,0,Belo Horizonte,MG,10776.98
7834,Kia,Picanto,2015,Azul,Elétrico,150,4,311,Novo,0,Rio de Janeiro,RJ,9543.13
7835,Honda,HR-V,2025,Cinza,Diesel,150,5,42333,Usado - Bom Estado,48,Salvador,BA,12853.16
7836,Hyundai,Creta,2023,Azul,Flex,150,4,91,Novo,0,Belo Horizonte,MG,12453.66
7837,Ford,Ka,2015,Azul,Flex,85,4,157,Novo,0,Belém,PA,8165.34
7838,Fiat,500,2022,Azul,Gasolina,130,5,7258,Usado - Como Novo,36,Florianópolis,SC,7463.94
7839,Hyundai,i30,2024,Laranja,Flex,60,2,35895,Usado - Como Novo,48,Florianópolis,SC,9601.82
7840,Kia,Stinger,2019,Marrom,Híbrido,75,4,2242,Usado - Como Novo,0,Florianópolis,SC,9605.79
7841,Chevrolet,Malibu,2022,Marrom,Elétrico,130,2,24688,Usado - Como Novo,36,Recife,PE,9390.19
7842,Hyundai,Tucson,2019,Prata,Flex,150,2,94968,Usado - Bom Estado,0,Florianópolis,SC,6138.07
7843,Toyota,Camry,2023,Preto,Flex,180,4,42063,Usado - Bom Estado,24,São Paulo,SP,11569.72
7844,Hyundai,i30,2014,Marrom,Flex,85,4,250,Novo,24,Rio de Janeiro,RJ,7782.51
7845,Nissan,March,2018,Preto,Flex,60,2,29950,Usado - Como Novo,12,Belo Horizonte,MG,6833.59
7846,Ford,Ranger,2016,Verde,Flex,60,5,156097,Usado - Regular,48,Curitiba,PR,4000.0
7847,Kia,Picanto,2016,Azul,Híbrido,85,4,62,Novo,0,Fortaleza,CE,9340.66
7848,Chevrolet,Malibu,2023,Azul,Gasolina,60,4,177683,Usado - Regular,12,Porto Alegre,RS,4000.0
7849,Toyota,Yaris,2024,Cinza,Flex,80,4,281,Novo,24,Fortaleza,CE,16583.04
7850,Toyota,Camry,2014,Laranja,Flex,200,4,289,Novo,36,Curitiba,PR,12842.26
7851,Volkswagen,T-Cross,2013,Beige,Elétrico,110,4,435,Novo,0,Florianópolis,SC,10240.71
7852,Fiat,Uno,2024,Azul,Elétrico,85,2,8933,Usado - Como Novo,24,Recife,PE,8335.08
7853,Nissan,X-Trail,2014,Azul,Gasolina,150,2,34747,Usado - Como Novo,12,São Paulo,SP,4939.44
7854,Volkswagen,Polo,2018,Marrom,Flex,150,2,19303,Usado - Como Novo,12,Fortaleza,CE,8144.44
7855,Chevrolet,Trax,2014,Laranja,Híbrido,130,5,259869,Usado - Regular,12,Curitiba,PR,4000.0
7856,Hyundai,i30,2022,Laranja,Flex,60,4,15322,Usado - Como Novo,48,Porto Alegre,RS,8782.83
7857,Hyundai,HB20,2024,Preto,Elétrico,110,4,104148,Usado - Bom Estado,0,Goiânia,GO,7393.64
7858,Volkswagen,T-Cross,2013,Beige,Gasolina,100,5,198,Novo,36,Porto Alegre,RS,8642.11
7859,Honda,Fit,2015,Marrom,Elétrico,80,2,51580,Usado - Bom Estado,12,Curitiba,PR,6421.28
7860,Honda,CR-V,2023,Branco,Gasolina,200,4,328626,Usado - Regular,24,Belém,PA,4212.95
7861,Toyota,Camry,2016,Vermelho,Híbrido,200,5,26616,Usado - Como Novo,48,Goiânia,GO,13487.28
7862,Honda,Civic,2024,Preto,Elétrico,100,4,89345,Usado - Bom Estado,12,Manaus,AM,10729.93
7863,Toyota,RAV4,2018,Marrom,Flex,200,5,67,Novo,36,Salvador,BA,16811.43
7864,Ford,Focus,2012,Laranja,Gasolina,110,4,481,Novo,0,Manaus,AM,6819.22
7865,Volkswagen,T-Cross,2025,Cinza,Flex,110,2,116481,Usado - Bom Estado,24,Manaus,AM,7364.26
7866,Audi,A3,2019,Vermelho,Híbrido,300,4,70114,Usado - Bom Estado,12,Porto Alegre,RS,34291.77
7867,Honda,CR-V,2021,Prata,Flex,200,2,79730,Usado - Bom Estado,24,Porto Alegre,RS,8576.47
7868,Volkswagen,T-Cross,2014,Vermelho,Flex,130,4,17704,Usado - Como Novo,0,Curitiba,PR,7388.84
7869,Volkswagen,Gol,2025,Preto,Gasolina,150,5,9705,Usado - Como Novo,12,Recife,PE,11415.24
7870,Toyota,RAV4,2022,Azul,Diesel,150,4,19665,Usado - Como Novo,12,Recife,PE,16718.26
7871,Kia,Sportage,2017,Laranja,Flex,85,4,441,Novo,36,Goiânia,GO,10055.58
7872,Toyota,RAV4,2015,Cinza,Gasolina,180,5,25589,Usado - Como Novo,12,Florianópolis,SC,10155.4
7873,BMW,520i,2025,Preto,Híbrido,280,4,14695,Usado - Como Novo,6,Curitiba,PR,68629.89
7874,Mercedes,C 300,2016,Cinza,Diesel,300,5,80404,Usado - Bom Estado,12,Porto Alegre,RS,26688.26
7875,Chevrolet,Onix,2021,Laranja,Gasolina,130,5,162,Novo,12,Rio de Janeiro,RJ,11172.29
7876,Chevrolet,Equinox,2023,Vermelho,Flex,85,5,4923,Usado - Como Novo,6,Fortaleza,CE,9134.08
7877,Ford,Fusion,2017,Branco,Flex,100,4,10687,Usado - Como Novo,0,São Paulo,SP,6973.91
7878,Hyundai,Creta,2013,Preto,Gasolina,150,4,44477,Usado - Bom Estado,48,Goiânia,GO,5204.21
7879,Ford,Focus,2024,Azul,Gasolina,60,4,37181,Usado - Como Novo,36,Goiânia,GO,10552.64
7880,Toyota,Hilux,2014,Marrom,Gasolina,120,5,257,Novo,48,Florianópolis,SC,11347.09
7881,Toyota,Camry,2019,Beige,Gasolina,120,4,15037,Usado - Como Novo,24,Goiânia,GO,12095.7
7882,Hyundai,i30,2019,Verde,Flex,75,5,38108,Usado - Como Novo,48,Florianópolis,SC,9344.35
7883,Chevrolet,Equinox,2012,Prata,Diesel,130,5,114984,Usado - Bom Estado,12,Porto Alegre,RS,4057.85
7884,Mercedes,E 350,2021,Laranja,Flex,200,4,443,Novo,6,Belém,PA,50996.9
7885,Toyota,Hilux,2019,Preto,Híbrido,200,5,13436,Usado - Como Novo,48,Salvador,BA,17677.55
7886,Nissan,X-Trail,2022,Vermelho,Flex,100,4,43300,Usado - Bom Estado,0,São Paulo,SP,6325.77
7887,Honda,Civic,2013,Vermelho,Gasolina,80,4,62539,Usado - Bom Estado,0,Belo Horizonte,MG,5222.42
7888,Hyundai,Tucson,2021,Cinza,Flex,110,4,8910,Usado - Como Novo,24,Goiânia,GO,9483.35
7889,Volkswagen,Fox,2021,Marrom,Diesel,130,5,21284,Usado - Como Novo,6,Rio de Janeiro,RJ,10201.69
7890,Hyundai,Tucson,2024,Cinza,Gasolina,150,4,37249,Usado - Como Novo,12,Belém,PA,10930.96
7891,Honda,HR-V,2019,Prata,Gasolina,120,2,24448,Usado - Como Novo,48,Manaus,AM,9853.34
7892,Chevrolet,Onix,2023,Laranja,Gasolina,110,5,29387,Usado - Como Novo,6,Goiânia,GO,8022.6
7893,Nissan,Sentra,2021,Azul,Gasolina,85,4,268343,Usado - Regular,24,Goiânia,GO,4000.0
7894,Hyundai,Bayon,2016,Preto,Híbrido,100,2,9354,Usado - Como Novo,36,Florianópolis,SC,8019.32
7895,Chevrolet,Equinox,2012,Cinza,Flex,150,4,74504,Usado - Bom Estado,0,Curitiba,PR,4227.93
7896,Kia,Stinger,2019,Prata,Elétrico,75,4,69497,Usado - Bom Estado,0,Salvador,BA,5817.43
7897,Fiat,Doblo,2023,Verde,Diesel,130,4,1124,Usado - Como Novo,36,Porto Alegre,RS,8110.22
7898,Chevrolet,Equinox,2016,Prata,Flex,130,5,46942,Usado - Bom Estado,48,Salvador,BA,5356.27
7899,Volkswagen,Polo,2012,Azul,Híbrido,75,5,130559,Usado - Regular,24,Florianópolis,SC,4000.0
7900,Mercedes,GLA 200,2015,Vermelho,Flex,300,5,77924,Usado - Bom Estado,0,Florianópolis,SC,20375.92
7901,Chevrolet,S10,2024,Vermelho,Flex,150,4,14805,Usado - Como Novo,12,Manaus,AM,10760.14
7902,Honda,Fit,2012,Preto,Gasolina,200,4,63144,Usado - Bom Estado,36,Recife,PE,6025.67
7903,Volkswagen,Tiguan,2024,Verde,Diesel,150,4,42915,Usado - Bom Estado,24,Salvador,BA,8670.34
7904,Nissan,X-Trail,2020,Prata,Híbrido,60,4,45480,Usado - Bom Estado,0,Manaus,AM,6534.36
7905,Toyota,Yaris,2021,Vermelho,Gasolina,100,2,221234,Usado - Regular,0,Belo Horizonte,MG,4037.48
7906,Audi,TT,2013,Cinza,Híbrido,250,4,80914,Usado - Bom Estado,48,Florianópolis,SC,22177.41
7907,Honda,Accord,2019,Laranja,Híbrido,200,5,40372,Usado - Bom Estado,0,Florianópolis,SC,10687.17
7908,Nissan,March,2015,Vermelho,Gasolina,75,4,24694,Usado - Como Novo,48,Belém,PA,6724.15
7909,Hyundai,HB20,2020,Prata,Gasolina,110,2,93076,Usado - Bom Estado,0,Florianópolis,SC,5265.66
7910,Chevrolet,S10,2013,Azul,Flex,110,4,261875,Usado - Regular,0,Belo Horizonte,MG,4000.0
7911,Mercedes,C 300,2023,Laranja,Diesel,230,2,113011,Usado - Bom Estado,24,Belo Horizonte,MG,25971.44
7912,Hyundai,Tucson,2014,Branco,Flex,130,5,280990,Usado - Regular,6,Goiânia,GO,4000.0
7913,Chevrolet,Malibu,2013,Azul,Diesel,85,2,18933,Usado - Como Novo,48,Florianópolis,SC,5695.82
7914,Toyota,Yaris,2021,Vermelho,Híbrido,80,2,398,Novo,0,Rio de Janeiro,RJ,15567.92
7915,Toyota,RAV4,2025,Azul,Elétrico,120,4,35497,Usado - Como Novo,24,Belo Horizonte,MG,18362.16
7916,Volkswagen,Gol,2016,Beige,Diesel,75,2,152,Novo,12,Recife,PE,9893.6
7917,Ford,Focus,2022,Beige,Elétrico,85,4,108,Novo,0,Rio de Janeiro,RJ,12709.39
7918,Honda,HR-V,2012,Beige,Diesel,200,5,416,Novo,36,São Paulo,SP,11272.3
7919,Toyota,Corolla,2023,Branco,Gasolina,200,4,107169,Usado - Bom Estado,36,Fortaleza,CE,10601.77
7920,Hyundai,Creta,2014,Laranja,Gasolina,100,5,303723,Usado - Regular,36,Recife,PE,4000.0
7921,Ford,Ranger,2012,Beige,Flex,75,4,363,Novo,12,Curitiba,PR,6595.69
7922,Fiat,Uno,2021,Vermelho,Gasolina,75,4,22644,Usado - Como Novo,48,Rio de Janeiro,RJ,7151.92
7923,Honda,Civic,2025,Vermelho,Gasolina,100,4,331555,Usado - Regular,36,Florianópolis,SC,4020.55
7924,Toyota,Corolla,2019,Preto,Gasolina,80,2,252636,Usado - Regular,12,Belém,PA,4000.0
7925,BMW,X3,2023,Cinza,Elétrico,280,4,84502,Usado - Bom Estado,0,Salvador,BA,42134.87
7926,Volkswagen,Polo,2015,Marrom,Flex,130,2,380,Novo,6,Belo Horizonte,MG,8823.79
7927,Kia,Stinger,2014,Prata,Elétrico,60,4,69499,Usado - Bom Estado,36,Salvador,BA,4904.26
7928,Kia,Picanto,2019,Branco,Diesel,75,5,25856,Usado - Como Novo,48,Belo Horizonte,MG,8215.61
7929,Nissan,X-Trail,2024,Azul,Híbrido,130,4,101218,Usado - Bom Estado,24,Recife,PE,7516.24
7930,Honda,Civic,2020,Cinza,Gasolina,100,4,22594,Usado - Como Novo,12,São Paulo,SP,10319.96
7931,Nissan,X-Trail,2019,Azul,Flex,130,4,108842,Usado - Bom Estado,12,São Paulo,SP,5246.95
7932,Fiat,Doblo,2017,Azul,Elétrico,150,4,18700,Usado - Como Novo,12,Belém,PA,6659.96
7933,Ford,Ecosport,2025,Marrom,Gasolina,85,4,133965,Usado - Regular,12,Manaus,AM,4000.0
7934,Volkswagen,Gol,2014,Verde,Diesel,130,2,109,Novo,36,Belém,PA,8741.71
7935,Volkswagen,Tiguan,2019,Marrom,Híbrido,60,4,214,Novo,0,Belo Horizonte,MG,12527.78
7936,Honda,Civic,2024,Branco,Flex,200,4,48614,Usado - Bom Estado,0,Belo Horizonte,MG,11200.86
7937,Chevrolet,Onix,2016,Verde,Gasolina,110,4,45565,Usado - Bom Estado,0,Rio de Janeiro,RJ,4872.29
7938,Chevrolet,S10,2016,Beige,Flex,150,4,204,Novo,24,Rio de Janeiro,RJ,9475.51
7939,Volkswagen,Polo,2023,Branco,Híbrido,150,5,134,Novo,36,Porto Alegre,RS,17630.95
7940,Hyundai,HB20,2020,Laranja,Flex,110,4,17641,Usado - Como Novo,12,Belém,PA,9044.01
7941,Hyundai,Bayon,2012,Vermelho,Flex,60,4,26150,Usado - Como Novo,6,Rio de Janeiro,RJ,5548.62
7942,Ford,Ranger,2018,Beige,Flex,110,4,204,Novo,0,Salvador,BA,9337.54
7943,Mercedes,Sprinter,2019,Prata,Elétrico,200,4,99470,Usado - Bom Estado,0,Porto Alegre,RS,28845.58
7944,Honda,HR-V,2022,Verde,Diesel,180,4,65542,Usado - Bom Estado,36,Salvador,BA,10509.29
7945,Hyundai,Creta,2021,Vermelho,Gasolina,130,4,216269,Usado - Regular,0,Belém,PA,4000.0
7946,Honda,Accord,2014,Preto,Flex,180,4,8222,Usado - Como Novo,36,Belo Horizonte,MG,9540.65
7947,Ford,Focus,2019,Preto,Flex,130,4,106,Novo,36,Goiânia,GO,12195.22
7948,Fiat,500,2012,Verde,Diesel,110,2,265867,Usado - Regular,36,Rio de Janeiro,RJ,4000.0
7949,BMW,Z4,2019,Verde,Gasolina,320,2,364,Novo,24,Florianópolis,SC,57102.57
7950,Volkswagen,Tiguan,2018,Branco,Gasolina,130,2,33361,Usado - Como Novo,0,Belo Horizonte,MG,7083.39
7951,BMW,X3,2015,Cinza,Diesel,180,4,26633,Usado - Como Novo,12,Belém,PA,35056.7
7952,Toyota,Camry,2022,Laranja,Híbrido,100,4,1418,Usado - Como Novo,0,Fortaleza,CE,16435.65
7953,Ford,Focus,2018,Laranja,Flex,130,5,214,Novo,6,Fortaleza,CE,10275.31
7954,Toyota,Camry,2021,Preto,Gasolina,120,2,78881,Usado - Bom Estado,24,Manaus,AM,8351.12
7955,Mercedes,A 200,2025,Verde,Flex,250,4,220,Novo,36,São Paulo,SP,64589.52
7956,Chevrolet,S10,2022,Verde,Gasolina,100,4,3075,Usado - Como Novo,0,Goiânia,GO,10213.38
7957,Ford,Ranger,2018,Vermelho,Diesel,75,4,208083,Usado - Regular,6,Fortaleza,CE,4000.0
7958,Kia,Soul,2024,Vermelho,Gasolina,130,5,9633,Usado - Como Novo,0,Belém,PA,10652.82
7959,Honda,Fit,2021,Azul,Elétrico,100,4,103866,Usado - Bom Estado,48,Curitiba,PR,10030.61
7960,Toyota,Hilux,2024,Marrom,Gasolina,80,4,66347,Usado - Bom Estado,48,Florianópolis,SC,10576.24
7961,Kia,Stinger,2023,Beige,Gasolina,130,4,30510,Usado - Como Novo,24,Recife,PE,9537.88
7962,Volkswagen,Tiguan,2012,Branco,Elétrico,60,4,66271,Usado - Bom Estado,36,Goiânia,GO,5722.17
7963,Honda,CR-V,2014,Laranja,Gasolina,100,4,97807,Usado - Bom Estado,36,Recife,PE,5408.39
7964,Hyundai,Creta,2018,Prata,Gasolina,75,2,100289,Usado - Bom Estado,36,São Paulo,SP,4669.64
7965,Ford,Ka,2022,Vermelho,Híbrido,130,4,28,Novo,48,Recife,PE,13607.43
7966,Toyota,Camry,2024,Beige,Elétrico,150,2,2414,Usado - Como Novo,48,Curitiba,PR,18258.32
7967,Volkswagen,Tiguan,2016,Azul,Híbrido,75,4,49404,Usado - Bom Estado,24,Salvador,BA,7175.13
7968,Toyota,RAV4,2020,Azul,Gasolina,100,4,91403,Usado - Bom Estado,48,Belo Horizonte,MG,8526.75
7969,Hyundai,Creta,2018,Branco,Flex,85,4,57741,Usado - Bom Estado,12,Fortaleza,CE,6689.41
7970,Mercedes,C 300,2014,Preto,Híbrido,150,5,81,Novo,0,Fortaleza,CE,39294.75
7971,Audi,A3,2012,Azul,Flex,150,4,344,Novo,0,Manaus,AM,31547.26
7972,Ford,Focus,2016,Preto,Híbrido,100,4,257496,Usado - Regular,12,Belém,PA,4000.0
7973,Honda,Fit,2025,Branco,Híbrido,80,4,157,Novo,6,Porto Alegre,RS,20180.74
7974,Mercedes,C 300,2024,Marrom,Elétrico,320,5,24045,Usado - Como Novo,0,São Paulo,SP,66095.09
7975,Chevrolet,Equinox,2021,Prata,Flex,150,4,64446,Usado - Bom Estado,12,Belém,PA,7103.85
7976,Honda,CR-V,2024,Branco,Híbrido,100,5,7843,Usado - Como Novo,24,Belo Horizonte,MG,16853.35
7977,BMW,X1,2016,Marrom,Diesel,250,5,129,Novo,48,Curitiba,PR,49675.11
7978,Fiat,500,2018,Verde,Diesel,150,2,38,Novo,24,Curitiba,PR,8159.66
7979,Fiat,Doblo,2025,Verde,Elétrico,85,5,208,Novo,36,Salvador,BA,13623.51
7980,Fiat,Punto,2012,Verde,Gasolina,100,4,150,Novo,24,Rio de Janeiro,RJ,5559.79
7981,Honda,HR-V,2021,Beige,Flex,180,2,11840,Usado - Como Novo,12,Fortaleza,CE,11361.71
7982,Honda,Fit,2013,Beige,Gasolina,180,4,142,Novo,0,Belo Horizonte,MG,10590.07
7983,Ford,Ranger,2022,Preto,Flex,75,2,59,Novo,6,Salvador,BA,10642.88
7984,Honda,CR-V,2017,Laranja,Diesel,150,4,231557,Usado - Regular,48,Curitiba,PR,4000.0
7985,Hyundai,Bayon,2019,Beige,Gasolina,110,4,133526,Usado - Regular,0,Porto Alegre,RS,4000.0
7986,Nissan,Leaf,2015,Azul,Gasolina,110,4,67393,Usado - Bom Estado,0,Manaus,AM,4225.39
7987,Nissan,X-Trail,2014,Vermelho,Flex,150,4,94719,Usado - Bom Estado,48,Rio de Janeiro,RJ,4690.94
7988,Hyundai,i30,2014,Verde,Flex,60,4,48866,Usado - Bom Estado,24,Porto Alegre,RS,4588.73
7989,Nissan,Kicks,2014,Azul,Diesel,85,5,33158,Usado - Como Novo,24,Belo Horizonte,MG,6037.92
7990,Kia,Sportage,2013,Cinza,Diesel,75,4,39117,Usado - Como Novo,36,Florianópolis,SC,5706.93
7991,Ford,Ecosport,2012,Vermelho,Gasolina,60,4,10590,Usado - Como Novo,6,Manaus,AM,5134.25
7992,Honda,Fit,2016,Preto,Elétrico,120,4,149808,Usado - Regular,36,Fortaleza,CE,4811.33
7993,Volkswagen,Fox,2021,Beige,Gasolina,110,4,45282,Usado - Bom Estado,24,Salvador,BA,7598.09
7994,Volkswagen,Gol,2016,Preto,Elétrico,100,5,312773,Usado - Regular,0,Salvador,BA,4000.0
7995,Toyota,Yaris,2016,Beige,Flex,120,2,35389,Usado - Como Novo,36,Belém,PA,9997.24
7996,Volkswagen,Fox,2015,Beige,Flex,60,4,100999,Usado - Bom Estado,6,Belém,PA,5419.14
7997,Honda,Accord,2014,Branco,Flex,80,4,72194,Usado - Bom Estado,0,Goiânia,GO,6071.51
7998,Hyundai,Tucson,2023,Marrom,Flex,75,5,193,Novo,48,Manaus,AM,13223.51
7999,Mercedes,GLA 200,2014,Marrom,Híbrido,180,5,64482,Usado - Bom Estado,36,São Paulo,SP,22435.12
8000,Toyota,Yaris,2013,Prata,Híbrido,80,2,154,Novo,0,São Paulo,SP,10956.53
8001,Fiat,Punto,2016,Prata,Elétrico,85,2,5343,Usado - Como Novo,36,Belo Horizonte,MG,6254.95
8002,Ford,Ranger,2015,Cinza,Gasolina,150,5,117797,Usado - Bom Estado,48,Belo Horizonte,MG,5005.0
8003,Toyota,RAV4,2017,Prata,Gasolina,80,4,9903,Usado - Como Novo,12,Manaus,AM,9917.3
8004,BMW,X3,2013,Laranja,Elétrico,320,4,293128,Usado - Regular,6,Florianópolis,SC,12780.84
8005,Chevrolet,Malibu,2013,Azul,Gasolina,130,2,24031,Usado - Como Novo,12,Rio de Janeiro,RJ,5388.55
8006,Hyundai,Tucson,2019,Cinza,Híbrido,100,4,10,Novo,12,Recife,PE,12360.45
8007,Fiat,Punto,2017,Cinza,Flex,130,5,21030,Usado - Como Novo,12,São Paulo,SP,6362.72
8008,Volkswagen,Polo,2014,Verde,Flex,100,4,288498,Usado - Regular,24,Porto Alegre,RS,4000.0
8009,Fiat,500,2016,Marrom,Híbrido,110,5,67928,Usado - Bom Estado,48,Recife,PE,4627.07
8010,Toyota,Yaris,2014,Prata,Híbrido,180,4,17725,Usado - Como Novo,0,Belém,PA,11163.11
8011,Kia,Stinger,2022,Laranja,Híbrido,75,4,70568,Usado - Bom Estado,48,Fortaleza,CE,7316.47
8012,Hyundai,i30,2013,Beige,Gasolina,150,4,374,Novo,36,Porto Alegre,RS,8140.79
8013,Ford,Ecosport,2014,Cinza,Elétrico,130,4,485,Novo,36,Salvador,BA,9973.3
8014,Honda,HR-V,2012,Branco,Flex,180,5,254835,Usado - Regular,12,Curitiba,PR,4000.0
8015,Ford,Focus,2025,Vermelho,Flex,60,5,302114,Usado - Regular,0,Curitiba,PR,4000.0
8016,Nissan,March,2018,Azul,Gasolina,130,2,160,Novo,24,Recife,PE,8745.34
8017,Hyundai,HB20,2017,Preto,Híbrido,130,5,35764,Usado - Como Novo,48,Recife,PE,9898.04
8018,Ford,Ka,2016,Branco,Flex,110,4,221402,Usado - Regular,12,São Paulo,SP,4000.0
8019,Hyundai,Tucson,2017,Preto,Gasolina,75,4,474,Novo,0,Belém,PA,9225.25
8020,Mercedes,Sprinter,2019,Verde,Diesel,280,5,296619,Usado - Regular,0,Goiânia,GO,11846.57
8021,Chevrolet,Equinox,2014,Marrom,Gasolina,60,4,81767,Usado - Bom Estado,0,São Paulo,SP,4000.0
8022,Kia,Seltos,2014,Cinza,Flex,110,4,75314,Usado - Bom Estado,24,Belo Horizonte,MG,4601.38
8023,Nissan,Sentra,2023,Marrom,Flex,150,5,52989,Usado - Bom Estado,48,Manaus,AM,7696.95
8024,Hyundai,HB20,2016,Preto,Híbrido,130,4,90607,Usado - Bom Estado,36,Fortaleza,CE,5800.74
8025,Volkswagen,Polo,2016,Laranja,Gasolina,60,4,60,Novo,0,Curitiba,PR,9025.1
