ClienteID,Idade,Genero,EstadoCivil,Dependentes,Escolaridade,RendaMensal,TipoEmprego,TempoEmprego,TipoCredito,ValorCredito,Prazo,HistoricoCredito,Inadimplente,Score
CLI001511,34,Feminino,Solteiro,3,Superior,4234,CLT,11,Cartão,1805,9,Bom,Não,850
CLI001512,41,Feminino,Viúvo,1,Pós-graduação,9530,Servidor Público,2,Consignado,5282,17,Ruim,Não,592
CLI001513,42,Feminino,Solteiro,2,Médio,3353,Autônomo,9,Veículo,50625,38,Regular,Sim,566
CLI001514,19,Feminino,Solteiro,2,Médio,2906,Servidor Público,0,Veículo,54439,24,Bom,Sim,706
CLI001515,21,Feminino,Casado,3,Médio,2439,Servidor Público,2,Consignado,5329,34,Bom,Não,850
CLI001516,22,Feminino,Solteiro,3,Médio,2491,Autônomo,0,Cartão,4599,12,Regular,Sim,501
CLI001517,19,Masculino,Solteiro,1,Superior,3667,CLT,0,Veículo,53244,40,Bom,Sim,697
CLI001518,42,Feminino,Solteiro,2,Médio,3768,Autônomo,23,Pessoal,3034,25,Regular,Não,707
CLI001519,58,Masculino,Solteiro,2,Superior,5581,Servidor Público,0,Pessoal,4887,29,Bom,Não,850
CLI001520,59,Feminino,Divorciado,2,Fundamental,2248,Servidor Público,1,Pessoal,5994,16,Bom,Não,850
CLI001521,53,Feminino,Divorciado,0,Superior,6742,Servidor Público,30,Pessoal,16621,38,Bom,Não,850
CLI001522,54,Feminino,Viúvo,2,Pós-graduação,8583,Autônomo,30,Cartão,4310,11,Ruim,Não,510
CLI001523,18,Feminino,Casado,3,Médio,1973,CLT,0,Cartão,843,11,Regular,Não,667
CLI001524,52,Masculino,Solteiro,3,Médio,2764,Autônomo,3,Pessoal,5589,39,Bom,Sim,611
CLI001525,48,Masculino,Viúvo,3,Médio,2343,CLT,6,Cartão,2725,11,Regular,Não,757
CLI001526,61,Masculino,Solteiro,0,Superior,5593,Autônomo,7,Pessoal,5769,22,Bom,Não,850
CLI001527,67,Masculino,Solteiro,1,Superior,3190,Aposentado,0,Cartão,2772,11,Regular,Não,706
CLI001528,53,Masculino,Solteiro,1,Pós-graduação,6232,CLT,30,Pessoal,13621,20,Bom,Não,850
CLI001529,20,Feminino,Solteiro,2,Médio,2280,CLT,0,Consignado,4287,23,Bom,Não,843
CLI001530,33,Masculino,Casado,0,Médio,2531,CLT,5,Cartão,2315,8,Bom,Não,850
CLI001531,36,Masculino,Solteiro,0,Médio,2624,Servidor Público,13,Consignado,3557,22,Ruim,Não,516
CLI001532,23,Masculino,Solteiro,2,Médio,2587,CLT,0,Cartão,5403,8,Bom,Não,840
CLI001533,68,Masculino,Viúvo,1,Superior,3715,Aposentado,0,Consignado,5638,26,Bom,Não,825
CLI001534,18,Masculino,Casado,2,Superior,3335,Autônomo,0,Veículo,55605,32,Regular,Sim,552
CLI001535,18,Masculino,Solteiro,3,Médio,3249,Servidor Público,0,Veículo,26304,41,Bom,Sim,696
CLI001536,64,Feminino,Solteiro,1,Médio,3253,Servidor Público,30,Pessoal,2329,39,Regular,Não,749
CLI001537,61,Masculino,Solteiro,1,Superior,4901,CLT,30,Pessoal,9916,13,Bom,Não,850
CLI001538,19,Feminino,Solteiro,2,Superior,3477,CLT,0,Cartão,5039,7,Ruim,Não,496
CLI001539,31,Feminino,Casado,0,Médio,2129,Autônomo,1,Veículo,60659,47,Bom,Não,797
CLI001540,36,Feminino,Solteiro,1,Superior,4653,Servidor Público,7,Veículo,43399,28,Bom,Não,850
CLI001541,46,Feminino,Solteiro,1,Superior,5953,Autônomo,21,Pessoal,2618,41,Regular,Não,742
CLI001542,57,Masculino,Viúvo,2,Fundamental,2494,Servidor Público,2,Pessoal,5401,21,Regular,Não,758
CLI001543,35,Masculino,Casado,0,Superior,4468,CLT,16,Cartão,2102,11,Bom,Não,850
CLI001544,56,Feminino,Viúvo,0,Superior,4424,CLT,6,Cartão,3267,8,Ruim,Não,502
CLI001545,23,Masculino,Solteiro,2,Médio,2879,Servidor Público,3,Consignado,7515,32,Regular,Não,757
CLI001546,70,Masculino,Viúvo,3,Fundamental,1168,Aposentado,0,Consignado,3941,12,Regular,Sim,496
CLI001547,44,Masculino,Viúvo,0,Médio,2925,Servidor Público,20,Cartão,4313,11,Bom,Não,850
CLI001548,32,Feminino,Casado,3,Médio,2344,Servidor Público,5,Pessoal,2458,13,Bom,Não,850
CLI001549,51,Masculino,Casado,0,Superior,5663,Servidor Público,23,Veículo,66149,27,Regular,Sim,660
CLI001550,42,Feminino,Casado,1,Pós-graduação,10003,Servidor Público,15,Consignado,16539,18,Bom,Não,850
CLI001551,57,Masculino,Casado,3,Pós-graduação,10038,Servidor Público,21,Veículo,39607,39,Bom,Não,850
CLI001552,67,Feminino,Casado,2,Superior,3387,Aposentado,0,Pessoal,8749,32,Ruim,Não,464
CLI001553,48,Masculino,Viúvo,3,Superior,5988,Servidor Público,15,Veículo,54305,42,Bom,Não,850
CLI001554,19,Feminino,Casado,0,Médio,2752,Autônomo,0,Pessoal,1622,24,Ruim,Sim,300
CLI001555,54,Feminino,Viúvo,3,Pós-graduação,7898,Autônomo,30,Cartão,5260,7,Ruim,Não,480
CLI001556,66,Feminino,Viúvo,0,Pós-graduação,6613,Aposentado,0,Cartão,544,6,Regular,Não,788
CLI001557,44,Masculino,Casado,2,Superior,5647,Servidor Público,13,Consignado,9953,14,Bom,Não,850
CLI001558,40,Feminino,Viúvo,0,Superior,4455,CLT,11,Veículo,28090,38,Bom,Não,850
CLI001559,34,Masculino,Casado,3,Pós-graduação,7162,Autônomo,15,Pessoal,14870,32,Bom,Não,850
CLI001560,22,Feminino,Solteiro,1,Médio,2835,Servidor Público,0,Cartão,3188,11,Bom,Não,830
CLI001561,24,Masculino,Solteiro,0,Médio,2556,CLT,3,Veículo,41109,34,Regular,Sim,561
CLI001562,27,Masculino,Casado,3,Médio,2066,CLT,8,Consignado,4885,40,Regular,Não,726
CLI001563,49,Feminino,Casado,2,Superior,3919,Autônomo,10,Pessoal,11617,12,Regular,Não,728
CLI001564,72,Feminino,Divorciado,0,Pós-graduação,6481,Aposentado,0,Veículo,64562,25,Bom,Não,850
CLI001565,37,Feminino,Solteiro,3,Superior,4111,CLT,17,Consignado,6655,12,Regular,Não,784
CLI001566,64,Feminino,Solteiro,1,Fundamental,2143,CLT,30,Consignado,5964,41,Bom,Sim,665
CLI001567,39,Masculino,Casado,1,Superior,3334,Autônomo,14,Cartão,2130,6,Regular,Não,737
CLI001568,70,Masculino,Viúvo,2,Fundamental,1367,Aposentado,0,Veículo,38844,33,Ruim,Sim,300
CLI001569,57,Masculino,Casado,0,Pós-graduação,8151,CLT,16,Veículo,22321,26,Bom,Não,850
CLI001570,18,Feminino,Solteiro,3,Médio,1806,Autônomo,0,Cartão,930,11,Regular,Sim,464
CLI001571,36,Feminino,Solteiro,2,Médio,2386,CLT,5,Pessoal,6097,18,Regular,Não,745
CLI001572,37,Feminino,Casado,2,Superior,4163,CLT,18,Cartão,2580,10,Regular,Não,785
CLI001573,36,Masculino,Solteiro,3,Médio,2494,Servidor Público,9,Cartão,1372,8,Bom,Não,850
CLI001574,20,Feminino,Casado,1,Médio,3443,Autônomo,1,Pessoal,7391,33,Bom,Não,752
CLI001575,34,Masculino,Solteiro,0,Médio,2507,Servidor Público,0,Cartão,4181,12,Bom,Não,850
CLI001576,38,Masculino,Solteiro,2,Médio,2512,CLT,5,Veículo,30914,29,Regular,Não,741
CLI001577,68,Masculino,Viúvo,2,Pós-graduação,6626,Aposentado,0,Cartão,2941,11,Ruim,Não,540
CLI001578,43,Masculino,Viúvo,0,Pós-graduação,4132,Autônomo,12,Pessoal,2815,42,Bom,Não,846
CLI001579,34,Masculino,Solteiro,0,Médio,2870,Servidor Público,8,Veículo,57558,31,Regular,Sim,612
CLI001580,42,Masculino,Viúvo,3,Médio,3504,Autônomo,13,Pessoal,10650,27,Bom,Não,805
CLI001581,28,Masculino,Solteiro,2,Médio,2651,Autônomo,1,Consignado,5949,27,Regular,Sim,526
CLI001582,59,Masculino,Divorciado,3,Fundamental,2102,CLT,26,Cartão,702,7,Regular,Sim,574
CLI001583,27,Masculino,Casado,3,Médio,2327,Autônomo,5,Veículo,55047,33,Bom,Não,779
CLI001584,38,Masculino,Casado,1,Médio,2791,Autônomo,1,Consignado,2801,29,Bom,Não,809
CLI001585,64,Masculino,Divorciado,0,Superior,6544,Servidor Público,24,Pessoal,13722,26,Ruim,Não,576
CLI001586,64,Masculino,Divorciado,0,Pós-graduação,9676,Servidor Público,1,Cartão,1984,7,Bom,Não,850
CLI001587,23,Feminino,Solteiro,2,Médio,2098,Autônomo,2,Consignado,4371,31,Bom,Sim,617
CLI001588,55,Masculino,Divorciado,2,Médio,2417,Autônomo,27,Consignado,4380,47,Bom,Não,786
CLI001589,57,Feminino,Viúvo,0,Pós-graduação,7230,CLT,4,Consignado,11981,40,Regular,Não,796
CLI001590,47,Masculino,Casado,1,Médio,2241,CLT,16,Cartão,4370,12,Ruim,Sim,355
CLI001591,67,Masculino,Divorciado,0,Médio,2029,Aposentado,0,Cartão,601,6,Ruim,Não,445
CLI001592,74,Masculino,Divorciado,2,Fundamental,1365,Aposentado,0,Cartão,807,11,Bom,Não,761
CLI001593,48,Masculino,Divorciado,0,Superior,3872,CLT,23,Veículo,43988,32,Bom,Não,850
CLI001594,39,Feminino,Solteiro,0,Pós-graduação,7113,CLT,10,Pessoal,4034,29,Regular,Não,841
CLI001595,19,Feminino,Casado,1,Superior,3374,CLT,0,Consignado,4997,44,Bom,Não,839
CLI001596,69,Masculino,Casado,0,Fundamental,1648,Aposentado,0,Veículo,69726,26,Regular,Sim,511
CLI001597,23,Feminino,Solteiro,3,Superior,3410,Autônomo,0,Pessoal,1753,30,Bom,Sim,625
CLI001598,33,Masculino,Solteiro,1,Médio,2483,CLT,3,Cartão,1694,8,Regular,Não,763
CLI001599,27,Masculino,Casado,1,Médio,3135,Servidor Público,7,Pessoal,1849,23,Bom,Não,838
CLI001600,28,Masculino,Casado,1,Superior,4453,CLT,5,Consignado,2532,42,Bom,Não,850
CLI001601,47,Masculino,Casado,2,Médio,4157,Servidor Público,22,Pessoal,7828,33,Bom,Não,850
CLI001602,35,Masculino,Solteiro,1,Superior,4896,Servidor Público,12,Pessoal,8403,36,Regular,Não,812
CLI001603,45,Feminino,Viúvo,1,Médio,3623,Servidor Público,23,Consignado,7774,45,Ruim,Sim,395
CLI001604,38,Masculino,Solteiro,0,Médio,2068,CLT,4,Consignado,2202,48,Bom,Não,850
CLI001605,32,Feminino,Solteiro,1,Pós-graduação,6550,CLT,2,Cartão,4335,9,Regular,Não,824
CLI001606,37,Masculino,Solteiro,2,Superior,4226,Autônomo,5,Cartão,2282,7,Bom,Não,830
CLI001607,47,Masculino,Viúvo,2,Superior,6270,Servidor Público,21,Consignado,11900,36,Bom,Não,850
CLI001608,35,Feminino,Casado,2,Pós-graduação,8951,Servidor Público,10,Veículo,40699,46,Bom,Não,850
CLI001609,44,Masculino,Divorciado,0,Superior,5445,Servidor Público,2,Cartão,2191,12,Regular,Não,848
CLI001610,49,Masculino,Viúvo,3,Pós-graduação,8762,Servidor Público,24,Consignado,6750,12,Bom,Não,850
CLI001611,72,Feminino,Divorciado,0,Superior,3189,Aposentado,0,Veículo,36086,39,Regular,Sim,571
CLI001612,64,Masculino,Solteiro,3,Pós-graduação,9882,Autônomo,30,Veículo,27221,40,Bom,Não,838
CLI001613,37,Feminino,Solteiro,0,Pós-graduação,8429,Autônomo,9,Consignado,10041,22,Regular,Não,761
CLI001614,18,Masculino,Casado,2,Médio,2267,CLT,0,Cartão,1451,11,Ruim,Não,491
CLI001615,44,Feminino,Casado,1,Pós-graduação,10839,Servidor Público,21,Cartão,1154,6,Regular,Não,850
CLI001616,44,Feminino,Viúvo,2,Superior,3087,Autônomo,14,Pessoal,1325,27,Bom,Não,819
CLI001617,72,Feminino,Casado,1,Pós-graduação,5278,Aposentado,0,Pessoal,14959,27,Ruim,Não,513
CLI001618,29,Feminino,Casado,1,Superior,3996,CLT,1,Pessoal,10641,33,Regular,Não,740
CLI001619,67,Feminino,Casado,1,Pós-graduação,5514,Aposentado,0,Veículo,60003,45,Bom,Sim,711
CLI001620,56,Feminino,Casado,3,Médio,2255,Autônomo,1,Veículo,39721,46,Bom,Não,788
CLI001621,66,Feminino,Viúvo,0,Superior,3771,Aposentado,0,Pessoal,2483,18,Ruim,Não,482
CLI001622,40,Masculino,Viúvo,0,Pós-graduação,8519,Servidor Público,14,Consignado,5329,21,Ruim,Não,605
CLI001623,60,Masculino,Solteiro,0,Superior,5164,Servidor Público,1,Consignado,8682,38,Ruim,Não,548
CLI001624,55,Feminino,Divorciado,0,Pós-graduação,8134,Servidor Público,30,Veículo,22494,37,Regular,Não,838
CLI001625,25,Feminino,Casado,3,Superior,4642,Servidor Público,2,Veículo,68560,39,Bom,Não,850
CLI001626,20,Feminino,Casado,1,Superior,4991,Autônomo,1,Consignado,2821,30,Regular,Sim,545
CLI001627,46,Masculino,Casado,3,Pós-graduação,10458,Servidor Público,21,Pessoal,24899,19,Regular,Não,850
CLI001628,31,Feminino,Casado,0,Médio,2285,Autônomo,9,Pessoal,1036,37,Bom,Não,818
CLI001629,72,Masculino,Divorciado,2,Superior,2865,Aposentado,0,Veículo,24482,34,Bom,Não,836
CLI001630,21,Masculino,Solteiro,0,Médio,3450,Servidor Público,2,Veículo,69152,45,Ruim,Sim,342
CLI001631,38,Masculino,Solteiro,0,Médio,2676,Servidor Público,14,Veículo,26393,48,Regular,Não,761
CLI001632,44,Feminino,Solteiro,2,Superior,4857,CLT,23,Consignado,8443,39,Bom,Não,850
CLI001633,66,Masculino,Viúvo,0,Pós-graduação,4903,Aposentado,0,Cartão,3218,11,Bom,Não,825
CLI001634,53,Masculino,Casado,2,Médio,1988,Autônomo,2,Cartão,644,12,Regular,Sim,455
CLI001635,60,Masculino,Viúvo,1,Fundamental,2174,CLT,5,Cartão,5481,8,Regular,Não,725
CLI001636,39,Feminino,Casado,3,Médio,2518,Autônomo,6,Pessoal,6453,41,Bom,Não,795
CLI001637,22,Masculino,Solteiro,2,Superior,3573,CLT,0,Consignado,3772,14,Ruim,Sim,341
CLI001638,59,Masculino,Viúvo,2,Fundamental,1622,Autônomo,27,Cartão,3637,8,Ruim,Sim,300
CLI001639,51,Feminino,Viúvo,0,Superior,6291,Autônomo,15,Consignado,3159,22,Bom,Não,824
CLI001640,34,Feminino,Solteiro,3,Médio,2808,Servidor Público,4,Cartão,3376,9,Bom,Não,850
CLI001641,41,Masculino,Viúvo,1,Superior,4233,CLT,0,Pessoal,1728,31,Bom,Não,850
CLI001642,69,Masculino,Divorciado,2,Superior,3393,Aposentado,0,Veículo,20020,44,Bom,Sim,681
CLI001643,27,Feminino,Solteiro,0,Médio,2954,Servidor Público,8,Pessoal,6655,40,Bom,Não,850
CLI001644,29,Masculino,Solteiro,0,Médio,2239,Autônomo,10,Pessoal,1130,22,Ruim,Sim,300
CLI001645,66,Feminino,Casado,3,Fundamental,1275,Aposentado,0,Cartão,2541,7,Regular,Sim,518
CLI001646,58,Feminino,Viúvo,1,Superior,5657,Servidor Público,13,Consignado,12902,28,Bom,Não,850
CLI001647,52,Feminino,Casado,2,Fundamental,2006,Servidor Público,2,Consignado,5470,21,Regular,Não,749
CLI001648,24,Feminino,Casado,1,Superior,2197,Autônomo,5,Veículo,49524,36,Bom,Não,809
CLI001649,38,Feminino,Casado,0,Pós-graduação,7161,Servidor Público,17,Consignado,3564,33,Bom,Não,850
CLI001650,62,Feminino,Viúvo,2,Médio,3478,Servidor Público,30,Pessoal,8592,26,Bom,Não,835
CLI001651,53,Feminino,Viúvo,3,Superior,6552,Servidor Público,21,Pessoal,4416,32,Ruim,Não,556
CLI001652,43,Masculino,Divorciado,3,Superior,4289,CLT,11,Pessoal,3966,18,Bom,Não,850
CLI001653,26,Masculino,Solteiro,1,Médio,2357,CLT,4,Cartão,4180,7,Regular,Sim,563
CLI001654,64,Masculino,Divorciado,2,Fundamental,2700,Servidor Público,30,Consignado,2842,19,Regular,Não,746
CLI001655,27,Masculino,Solteiro,0,Médio,2344,CLT,2,Consignado,2428,21,Bom,Não,841
CLI001656,45,Masculino,Solteiro,2,Médio,3571,Autônomo,9,Pessoal,11661,37,Regular,Sim,536
CLI001657,68,Feminino,Solteiro,0,Fundamental,1642,Aposentado,0,Cartão,1739,7,Bom,Não,746
CLI001658,29,Masculino,Solteiro,3,Médio,2695,CLT,2,Consignado,4370,15,Regular,Não,717
CLI001659,40,Masculino,Viúvo,3,Médio,2284,CLT,9,Cartão,2778,10,Regular,Não,748
CLI001660,23,Masculino,Solteiro,3,Superior,3260,CLT,0,Consignado,5970,48,Ruim,Não,485
CLI001661,22,Feminino,Solteiro,2,Médio,2479,CLT,2,Consignado,6150,48,Regular,Não,731
CLI001662,70,Masculino,Casado,0,Pós-graduação,5847,Aposentado,0,Pessoal,8377,38,Regular,Não,796
CLI001663,73,Feminino,Divorciado,1,Fundamental,1518,Aposentado,0,Consignado,5010,40,Bom,Não,763
CLI001664,24,Masculino,Casado,2,Médio,3030,Servidor Público,0,Pessoal,8898,41,Regular,Não,745
CLI001665,71,Masculino,Solteiro,1,Pós-graduação,4965,Aposentado,0,Consignado,6294,41,Regular,Não,746
CLI001666,44,Feminino,Casado,0,Pós-graduação,4467,Autônomo,18,Pessoal,13343,16,Regular,Não,739
CLI001667,26,Masculino,Solteiro,1,Médio,2668,CLT,1,Cartão,1504,8,Regular,Não,716
CLI001668,30,Feminino,Solteiro,2,Superior,4198,CLT,1,Cartão,2447,9,Ruim,Não,512
CLI001669,65,Masculino,Divorciado,0,Pós-graduação,8769,Servidor Público,11,Veículo,60636,44,Bom,Não,850
CLI001670,72,Feminino,Casado,0,Superior,3900,Aposentado,0,Pessoal,8126,15,Bom,Não,835
CLI001671,29,Feminino,Solteiro,3,Médio,2414,CLT,8,Consignado,2356,30,Bom,Não,829
CLI001672,56,Feminino,Viúvo,0,Pós-graduação,10534,Servidor Público,27,Consignado,9473,24,Regular,Não,850
CLI001673,37,Feminino,Casado,0,Pós-graduação,6853,Autônomo,14,Pessoal,16790,12,Regular,Não,792
CLI001674,62,Masculino,Viúvo,1,Pós-graduação,5171,Autônomo,16,Cartão,5348,6,Bom,Não,838
CLI001675,64,Feminino,Divorciado,0,Pós-graduação,11664,Servidor Público,23,Consignado,11352,25,Bom,Não,850
CLI001676,34,Masculino,Casado,0,Superior,3234,CLT,15,Cartão,1184,10,Bom,Não,850
CLI001677,63,Masculino,Viúvo,1,Fundamental,1644,CLT,16,Consignado,3589,30,Bom,Não,788
CLI001678,28,Masculino,Casado,0,Médio,2231,CLT,5,Pessoal,6669,32,Ruim,Sim,320
CLI001679,41,Masculino,Casado,2,Pós-graduação,8664,Servidor Público,4,Veículo,59135,28,Bom,Não,850
CLI001680,30,Masculino,Solteiro,2,Pós-graduação,7194,CLT,3,Pessoal,20784,22,Regular,Não,850
CLI001681,51,Masculino,Viúvo,0,Médio,3615,Servidor Público,16,Consignado,8820,34,Bom,Não,843
CLI001682,40,Feminino,Viúvo,0,Pós-graduação,5681,Autônomo,12,Veículo,24022,41,Ruim,Sim,393
CLI001683,52,Feminino,Viúvo,1,Fundamental,1371,Autônomo,9,Cartão,1364,10,Bom,Não,702
CLI001684,57,Masculino,Casado,3,Médio,4344,Servidor Público,15,Consignado,9873,24,Bom,Não,850
CLI001685,54,Feminino,Solteiro,1,Médio,2524,Autônomo,4,Pessoal,2361,42,Bom,Não,760
CLI001686,63,Masculino,Divorciado,2,Pós-graduação,10357,Servidor Público,20,Cartão,4554,6,Regular,Não,850
CLI001687,55,Feminino,Solteiro,1,Médio,2593,CLT,11,Cartão,1904,8,Bom,Não,845
CLI001688,36,Feminino,Solteiro,3,Médio,3323,Autônomo,10,Veículo,43818,41,Regular,Sim,541
CLI001689,70,Masculino,Casado,1,Superior,3952,Aposentado,0,Consignado,4953,16,Ruim,Não,459
CLI001690,61,Masculino,Viúvo,2,Superior,3096,Autônomo,30,Pessoal,9283,37,Ruim,Não,433
CLI001691,24,Feminino,Solteiro,1,Médio,3327,Servidor Público,2,Pessoal,2756,37,Bom,Não,835
CLI001692,59,Masculino,Solteiro,1,Fundamental,2832,Servidor Público,5,Consignado,2819,22,Ruim,Não,497
CLI001693,48,Feminino,Viúvo,1,Pós-graduação,8234,CLT,10,Consignado,6348,46,Bom,Não,850
CLI001694,66,Feminino,Solteiro,1,Fundamental,1152,Aposentado,0,Pessoal,2626,14,Bom,Não,746
CLI001695,37,Masculino,Solteiro,2,Médio,2843,Autônomo,4,Cartão,3731,8,Regular,Não,687
CLI001696,75,Masculino,Divorciado,1,Superior,3069,Aposentado,0,Cartão,2947,10,Regular,Sim,575
CLI001697,40,Feminino,Casado,2,Médio,2680,CLT,3,Cartão,833,7,Bom,Não,850
CLI001698,34,Feminino,Solteiro,0,Médio,3343,Servidor Público,0,Consignado,2822,22,Ruim,Não,547
CLI001699,26,Feminino,Casado,1,Superior,3231,Autônomo,0,Cartão,4512,11,Bom,Não,786
CLI001700,58,Feminino,Solteiro,2,Pós-graduação,8835,Autônomo,30,Veículo,36918,43,Regular,Sim,611
CLI001701,20,Masculino,Solteiro,1,Médio,2209,CLT,0,Cartão,4885,7,Regular,Sim,578
CLI001702,29,Masculino,Casado,3,Superior,3705,CLT,8,Cartão,2619,9,Regular,Não,768
CLI001703,61,Feminino,Casado,3,Pós-graduação,7793,CLT,30,Consignado,10359,16,Regular,Não,792
CLI001704,42,Feminino,Divorciado,1,Pós-graduação,8553,CLT,17,Consignado,17266,36,Ruim,Sim,451
CLI001705,56,Feminino,Casado,3,Fundamental,2769,Servidor Público,11,Consignado,5619,30,Regular,Sim,590
CLI001706,65,Masculino,Solteiro,3,Superior,5082,Autônomo,22,Pessoal,12894,13,Bom,Não,823
CLI001707,72,Feminino,Divorciado,0,Superior,2921,Aposentado,0,Cartão,3370,11,Regular,Não,726
CLI001708,34,Masculino,Casado,2,Superior,3654,Autônomo,3,Cartão,3310,9,Bom,Não,805
CLI001709,35,Feminino,Solteiro,3,Médio,1971,CLT,9,Cartão,2872,7,Bom,Não,803
CLI001710,39,Masculino,Solteiro,0,Superior,3010,CLT,2,Consignado,2935,23,Bom,Não,850
CLI001711,38,Feminino,Solteiro,3,Médio,2651,CLT,19,Consignado,6757,23,Ruim,Não,512
CLI001712,71,Feminino,Viúvo,1,Pós-graduação,5129,Aposentado,0,Pessoal,15982,12,Regular,Não,777
CLI001713,70,Masculino,Solteiro,0,Superior,3692,Aposentado,0,Cartão,4065,6,Bom,Não,802
CLI001714,60,Feminino,Divorciado,2,Superior,4163,CLT,21,Cartão,1561,10,Ruim,Sim,366
CLI001715,34,Masculino,Casado,0,Pós-graduação,6351,Autônomo,5,Cartão,2311,9,Bom,Não,850
CLI001716,22,Masculino,Solteiro,3,Superior,3048,CLT,0,Veículo,67195,45,Regular,Sim,589
CLI001717,37,Masculino,Solteiro,3,Médio,1865,CLT,3,Consignado,2248,19,Bom,Não,826
CLI001718,73,Feminino,Viúvo,0,Médio,1817,Aposentado,0,Pessoal,3079,20,Ruim,Sim,300
CLI001719,24,Feminino,Casado,3,Médio,1646,Autônomo,5,Pessoal,5706,20,Regular,Sim,479
CLI001720,20,Masculino,Solteiro,2,Médio,2687,CLT,0,Cartão,4018,12,Bom,Não,846
CLI001721,35,Masculino,Casado,0,Pós-graduação,5167,CLT,5,Consignado,4108,19,Bom,Não,850
CLI001722,39,Masculino,Solteiro,2,Superior,3862,CLT,3,Consignado,8314,38,Bom,Não,850
CLI001723,73,Masculino,Solteiro,0,Superior,2780,Aposentado,0,Consignado,6226,18,Regular,Sim,562
CLI001724,29,Masculino,Solteiro,2,Superior,5479,Servidor Público,10,Cartão,4398,10,Regular,Não,790
CLI001725,48,Masculino,Solteiro,0,Médio,3465,Servidor Público,21,Veículo,61217,26,Bom,Não,850
CLI001726,47,Masculino,Viúvo,3,Médio,3217,CLT,6,Consignado,7442,19,Bom,Não,850
CLI001727,50,Feminino,Casado,1,Fundamental,2345,Servidor Público,11,Veículo,23751,33,Bom,Não,850
CLI001728,27,Feminino,Casado,0,Superior,2715,Autônomo,4,Pessoal,6805,18,Bom,Não,797
CLI001729,18,Masculino,Casado,3,Médio,3010,Servidor Público,0,Veículo,63809,34,Ruim,Sim,345
CLI001730,34,Feminino,Solteiro,2,Médio,2496,Servidor Público,15,Consignado,3984,35,Regular,Não,793
CLI001731,33,Masculino,Solteiro,1,Pós-graduação,6097,CLT,6,Pessoal,18227,39,Bom,Não,850
CLI001732,53,Masculino,Viúvo,1,Médio,2697,CLT,15,Cartão,1079,12,Bom,Não,843
CLI001733,55,Feminino,Solteiro,0,Pós-graduação,6285,CLT,28,Cartão,4289,9,Bom,Não,850
CLI001734,51,Masculino,Solteiro,0,Fundamental,1167,Autônomo,21,Veículo,53006,33,Regular,Sim,479
CLI001735,26,Feminino,Solteiro,3,Superior,3257,Autônomo,3,Veículo,33705,41,Regular,Não,702
CLI001736,27,Masculino,Casado,1,Superior,3528,CLT,4,Veículo,41107,38,Regular,Sim,586
CLI001737,70,Masculino,Solteiro,1,Pós-graduação,5230,Aposentado,0,Consignado,2916,39,Regular,Não,782
CLI001738,47,Feminino,Divorciado,3,Pós-graduação,8352,CLT,15,Consignado,13124,29,Ruim,Não,598
CLI001739,24,Masculino,Casado,3,Superior,4989,Servidor Público,1,Veículo,29426,47,Regular,Sim,625
CLI001740,22,Masculino,Solteiro,1,Médio,2039,CLT,1,Veículo,37201,37,Regular,Sim,578
CLI001741,46,Feminino,Divorciado,0,Pós-graduação,7729,Servidor Público,16,Veículo,52655,24,Ruim,Não,617
CLI001742,39,Masculino,Casado,0,Pós-graduação,7353,Servidor Público,11,Consignado,5649,39,Regular,Não,850
CLI001743,48,Feminino,Casado,3,Médio,3044,Servidor Público,1,Pessoal,8743,17,Regular,Não,782
CLI001744,35,Feminino,Casado,0,Pós-graduação,5955,CLT,15,Consignado,12129,39,Bom,Não,850
CLI001745,25,Masculino,Casado,2,Superior,3303,Autônomo,5,Pessoal,7092,38,Regular,Não,694
CLI001746,22,Masculino,Solteiro,1,Superior,3934,Servidor Público,3,Consignado,9245,18,Bom,Não,850
CLI001747,56,Feminino,Viúvo,2,Médio,2637,CLT,19,Consignado,2605,39,Regular,Não,717
CLI001748,59,Feminino,Divorciado,0,Pós-graduação,6381,CLT,22,Veículo,30038,27,Regular,Não,819
CLI001749,27,Masculino,Casado,3,Superior,4713,Servidor Público,0,Cartão,2809,7,Bom,Não,850
CLI001750,51,Masculino,Casado,3,Pós-graduação,8599,CLT,30,Cartão,1012,7,Bom,Não,850
CLI001751,35,Masculino,Solteiro,0,Médio,2831,Servidor Público,16,Pessoal,8329,17,Bom,Não,850
CLI001752,43,Feminino,Casado,1,Médio,1726,Autônomo,22,Veículo,60609,43,Ruim,Sim,300
CLI001753,23,Feminino,Solteiro,2,Superior,5072,Servidor Público,0,Veículo,41164,38,Bom,Não,850
CLI001754,45,Masculino,Divorciado,1,Superior,5005,Servidor Público,2,Pessoal,6432,36,Bom,Não,850
CLI001755,75,Masculino,Viúvo,1,Médio,2245,Aposentado,0,Consignado,5690,24,Bom,Não,819
CLI001756,43,Masculino,Divorciado,1,Pós-graduação,10163,Autônomo,3,Cartão,1138,12,Regular,Sim,667
CLI001757,20,Masculino,Solteiro,1,Médio,2999,Servidor Público,1,Veículo,52480,27,Regular,Sim,592
CLI001758,44,Masculino,Viúvo,3,Pós-graduação,4771,Autônomo,19,Cartão,4888,7,Regular,Não,746
CLI001759,63,Masculino,Casado,0,Pós-graduação,11984,Servidor Público,30,Cartão,2768,8,Regular,Não,850
